"","ID","natural_growth_1000","density","dependency_ratio","migration_intern","migration","p_employment","primary_sector","secondary_sector","tertiary_sector","p_social_assistance","p_new_buildings","p_new_housings","p_cinema","p_museum","p_culture_institution","size_households","p_new_entreprise","p_weddings","p_strangers","p_cultural_place","p_individual_houses","Population","p_infrastructure","p_forested","p_agriculture","p_improductible","surface_polygone","lat","long","zab_2022","net_income_h"
"617",1969.69801413576,882327.716006056,9256.55895834064,45987.0735352687,-725469.455383287,627810.10562962,11757685.7636552,3062104.47033917,733423.40942801,350866.137226363,1436380.94728966,1630294.22812663,836048.322109704,Inf,32686366422.9613,695454604.743858,1150441.44545439,594297571.326569,652922.509843193,92491.1330588908,695454604.743858,59036.5065997523,220.184561330671,26474627.781322,5995848.71602509,6610897.67575802,60635437.8217376,638.137177748073,4621037.06755946,4299688.50142442,10718.0531172709,76.0069796363788
"618",1980.17283774652,-716128.186656856,37174.5692798143,42225.9082340789,537096.139996205,-537096.139996205,23322669.3955388,190235606.744916,320396811.359859,150309615.20586,Inf,537770.883882498,358513.922593094,Inf,Inf,536421396.097392,1016408.10565494,Inf,1074192.27997103,932906.775823579,536421396.097392,120779.157108633,3394.93783377171,73951930.8330493,8524718.25164833,4388838.62510678,77844137.7189992,2462.56895789098,4292329.44309052,4543060.98286104,186136.246748173,114.729350348032
"619",1970.68275319566,-963867.083117852,4012.40404253209,37708.4236995739,547651.751771507,-6024169.26948658,8608732.50763351,1597224.09115528,174104.995718348,38507.4990530099,1382935.26540047,4010512.82261568,348740.245465202,Inf,24130277218.8967,365610260.892375,1247511.31336736,709714035.849904,617863.514819136,133759.851546295,365610260.892375,65237.1275817496,299.433137502382,14465602.8473129,5474065.51516855,9554204.53310586,62102329.4651881,2005.97856370066,4508323.62048937,4510343.15034777,12156.3462163481,65.6439333011235
"620",1968.35311087357,503775.374317354,21735.6605161802,42976.5353648066,274786.567807124,-3022652.24584745,19819526.4145779,194468875.528371,187986579.677425,86763036.7741962,Inf,2993097.42400089,1496548.71200044,Inf,Inf,Inf,1069019.36195414,436029581.120714,755663.061461862,240331.265184403,Inf,42910.5755726656,2365.14260241411,60158152.015667,7496912.56122294,5929048.63615949,18406598.7510623,2926.79956028587,4533599.1882192,4421691.70605669,130237.614946313,81.4964977502863
"621",1970.49035384049,1547048.72592463,48712.3362469802,47378.9048042363,-60668.5774888812,56256.3173078786,4529437.11501663,2396260.45249105,5038291.20780169,277141.547396708,Inf,1030019.97240772,343339.990798195,Inf,Inf,387266873.333922,1165842.62500877,619626997.334275,773524.362984543,125430.566262139,387266873.333922,60659.6127653507,2338.56631046578,61613075.846483,7310025.94788781,5225340.07644916,36645685.6341827,1292.21787006534,4433274.94660316,4637213.30549494,43477.4644378309,87.0233498890777
"622",1979.91690809602,-941336.842560322,134266.541670904,38519.1451846545,-784447.368809363,Inf,7573964.55998741,11894559.237693,4830462.22477302,4578802.83245489,3628856.60914842,857729.163361717,629001.386462601,46958580.271922,Inf,670836861.027457,1113246.73643718,939171605.438439,941336.842560322,476736.855552072,670836861.027457,82549.6656077055,779.984557166357,234123065.124141,11572401.8777208,8178074.41806284,6390137.14987025,157.229372218384,4155789.74535774,4696514.24521309,23069.7784978457,98.9807242099748
"623",1975.23663403317,-337379.446745114,102083.648791024,31558.1362312235,262406.236358767,1180828.06358578,10315063.5742773,2187433.48386073,3402674.3082278,670600.046147085,2612059.8903385,1175423.81618692,1175423.81618692,Inf,Inf,338923517.440539,1397650.19762274,Inf,787218.709068656,282436.26453309,338923517.440539,54409.2784314201,3077.58965302662,110653634.121486,6759384.88977406,5560139.18352382,30076994.5095315,814.628795706172,4234384.46665101,4418737.60086127,56719.6413802975,67.7321549026428
"624",1968.77730779699,Inf,351010.101219503,15971.8882036982,-231792.027557051,231792.027557051,12877334.8642317,31399733.9654579,125598935.861832,36940863.4887741,Inf,Inf,Inf,Inf,Inf,Inf,1002886.00348803,Inf,231792.027557051,579480.068890136,Inf,64686.147224926,31340.1876090008,377335858.81237,10028860.0348803,5314589.56073761,12525671.6618214,2406.47869140542,4363049.91324019,4757362.36048711,Inf,241.173683858253
"625",1966.75066766858,740075.164578488,24677.4160364604,45569.1654967903,1110112.74686773,1110112.74686773,10312804.1018946,42991421.3724194,19876170.8399884,13250780.5599923,3682399.33130058,2209447.70009865,414271.443757881,Inf,Inf,514846912.471506,1076463.93135024,371833881.229421,832584.560142223,160119.853160803,514846912.471506,74200.9640357713,1084.72158402011,57828963.6175098,5487797.80076637,6765861.08549231,41699796.8942587,1184.37292954108,4378743.1794622,4171883.83219173,45102.9195632064,93.2980753014525
"626",1962.52236829246,863239.995218365,24306.4155443529,46561.0519667152,-739919.995898065,1294859.99284832,12602043.7258838,3222484.54876375,6677919.78779959,1466315.7206015,3237145.42985064,2589719.98557201,1294859.99284832,Inf,5179439971.33825,369959997.952732,1166452.9625246,517943997.133825,739919.995898065,202321.87388042,369959997.952732,55039.355336495,1397.72372307998,39652415.1888937,7333832.27631577,4828673.88265166,425362272.026315,1547.22148759572,4454858.35348534,4230213.47588734,46582.7244966925,68.9216320402912
"627",1963.52538808071,6886202.65685626,9281.80267894411,43501.264656774,277296.751269482,1007736.97411126,3450723.95923779,21101558.67774,2772218.9741253,929674.646226477,1405929.02003337,1324297.03770213,185761.122939353,266546305.825739,10395305927.2038,403701201.05646,1203936.46050545,704766503.539243,607606.116758594,141577.200233948,403701201.05646,65788.0445348832,174.535590051619,26579707.6715246,7184785.57419846,5779129.66315116,47914590.0834506,506.573304333722,4388354.20628087,4434710.61595219,6852.58523248476,69.5644827097147
"628",1958.45807110854,747945.381590836,8792.55263240679,44396.4106560975,-972328.996065382,Inf,10444589.1363713,59833877.154196,21011431.2797293,11673017.3776274,4042398.30970403,2425444.56435585,538987.680962565,Inf,9744801664.23444,649653444.282296,1123342.23562941,541377870.235247,463013.807655763,302633.592057797,649653444.282296,62892.8578305214,741.987563916121,23090007.7824924,12796871.7830681,5172761.48374017,17901241.9886739,2269.1670309131,4488645.77364487,4326305.99676252,44226.3640071056,79.2980082465289
"629",1955.44635842093,2541696.99853619,19509.4862660779,45873.7716243935,121033.190402669,-847232.332818681,12551492.5565502,242502966.604103,511364951.317347,111482406.448332,Inf,1261444.75769826,229353.592306816,Inf,Inf,Inf,1101609.76477589,512100896.30725,423616.16640934,269526.787530128,Inf,53295.2096512928,2819.28992284402,44267953.3608925,9683614.79769524,4033089.02637199,929627020.578743,3882.63482148895,4533992.44588134,4268795.09693556,173117.480442678,77.2428192991708
"630",1967.88717414559,1085043.79065971,52043.2382172607,46748.4383925997,930037.534840528,1627565.68595694,9881860.06472427,11751097.6970408,6401376.17737631,3647790.85939182,3089816.34116701,1297723.19699674,811076.998108378,Inf,Inf,725767722.531416,1247021.84837944,466564964.484482,542521.89531898,265524.776535299,725767722.531416,64582.901009961,1120.89679554689,68651572.1619793,7334055.87019393,6619197.94817819,14693845.269757,582.779423745463,4168044.60826094,4357355.68569022,30913.3424477343,85.9702866899353
"631",1899.03130284225,414840.028280282,23426.1908963168,45216.2961618308,2311251.58606607,2311251.58606607,6522173.47629122,10786766.1415237,1815887.4382803,1081615.78748794,2875765.11660902,1789362.87805476,575152.353674273,Inf,Inf,507914259.466179,1133259.32860432,625125242.419912,622260.042425274,171086.908451832,507914259.466179,61125.1301561596,435.512007739728,48677074.8930676,4869363.73547528,8463075.11446591,31178779.9968668,494.616630467001,5169432.92414648,4682714.79820019,19475.4619375009,76.8496822464223
"632",1908.67692572423,-448491.742355319,47770.5062668705,40889.5202014089,-386630.812378179,203859.882889402,6559320.52550283,3025764.40278894,1740383.28431093,229179.184963717,1473889.91389273,5600794.84911898,3733863.23300648,108961139.991605,11222997419.1353,415666571.079087,1298169.38635757,362032174.810818,659546.679933642,104012.95105778,415666571.079087,61987.0245038075,638.046030010817,71045923.1501489,10154561.7477658,10083014.7601117,6168396.03705111,357.414859071106,4774562.24042453,5327473.22917202,17948.6555091915,52.4545709484897
"633",1890.16198829179,1215397.66735021,61976.1954377689,41603.8390649382,-3241060.44611868,883925.576273112,10504713.7531808,1173321.45380405,823695.364034158,469328.581521621,2693895.09409025,606124.269678735,173178.362764787,Inf,Inf,443107925.588717,1126198.1794981,974837436.295177,463008.635184064,227765.756142958,443107925.588717,48487.1076433744,721.408397598854,94532985.2402696,4877424.41509419,7624648.40793339,32970259.6858248,308.683188170572,5423147.07965675,5206431.07039026,27438.1507457153,88.8021792622186
"634",1898.72746001667,1870068.06776379,38976.7846337318,41959.4687242502,-5610204.20368493,765027.845883854,8581560.83206054,1021895.11898097,466263.932614892,277437.588863612,3356263.97978472,987135.003688958,275103.197748213,Inf,Inf,843996507.833154,1108293.16624957,1125328677.11087,701275.525405272,251939.25606977,843996507.833154,75860.491119205,421.006530932313,75244207.4087421,8958294.02180305,6010740.3872546,11922753.6377137,287.947003009657,5026816.16736975,5206457.79378808,20133.0213266627,82.2215501954689
