"","ID","natural_growth_1000","density","dependency_ratio","migration_intern","migration","p_employment","primary_sector","secondary_sector","tertiary_sector","p_social_assistance","p_new_buildings","p_new_housings","p_cinema","p_museum","p_culture_institution","size_households","p_new_entreprise","p_weddings","p_strangers","p_cultural_place","p_individual_houses","Population","p_infrastructure","p_forested","p_agriculture","p_improductible","surface_polygone","lat","long","zab_2022","net_income_h"
"11",243040.773560985,-7073944.75447093,4963.28088610852,37523.3350753655,70039.0569828497,1010563.53646759,12485327.7526735,1099198637.03986,177143582.002291,112516395.917466,1609047.49846275,1729721.18542886,329470.701987465,Inf,Inf,451812798.049872,1159520.18520394,1032714966.97114,785993.861700314,196440.346978513,451812798.049872,36971.1094948477,988.701371734777,12090731.0955294,12904530.3038823,5083602.84698394,55919631.3168234,5325.59463978255,4834530.64835622,3623325.80500516,35377.1140554564,60.9044960549546
"12",223356.538903238,610299.406896193,15199.1400863428,34859.7339675036,508582.839084021,339055.226056014,17189718.8822961,28672746.3894389,16222738.0887615,8744170.88472251,Inf,1513017.19454725,756508.597273627,Inf,Inf,384619959.991376,1078677.24824472,307695967.993101,762874.258633269,265255.144822288,384619959.991376,42676.2785011103,2334.73734045197,22660536.1287285,11869804.6388578,4154431.62360023,116324085.460806,4117.17122402282,4675411.17083866,3724449.10721785,75056.8038879545,61.4631639370315
"13",206126.483273967,594092.900055178,8514.2279345471,43211.1146394004,5049789.65002119,841631.608416167,17152443.8594423,5115684.53943573,1692406.91530205,379578.616754084,2515507.42319791,Inf,Inf,Inf,Inf,482718777.187163,1118886.46475897,779776486.225417,594092.900055178,123172.470485141,482718777.187163,36981.5161168217,708.338430494732,24776403.2895308,5341513.1469967,7017281.97742704,322093242.763901,2229.32136652377,4689710.22039348,3538986.41664565,34079.1591321579,51.459804794695
"14",191281.64987518,670824.746106186,1911.72987699523,34788.7775585127,-1565257.74094057,1173943.30567112,15678733.3723632,17704179.3717806,692772.236287066,392941.095797843,1754049.92287553,1559157.98165687,425224.904083736,Inf,Inf,565688700.074863,1116236.32011632,1285656136.53378,503118.559585941,155238.391897686,565688700.074863,37273.1520291379,507.090153049143,7423415.7944206,12779551.2410279,7826236.80652094,32567243.4852001,7103.29734284489,4728536.75231797,3493253.94132358,20890.4212360755,43.3921479483146
"15",128353.415828625,312444.302479384,25592.8932167308,37679.943940857,-124977.720992333,624888.604958767,20526673.1929009,24434583.9654624,38758305.6003887,15610984.2001566,Inf,Inf,Inf,Inf,Inf,373585452.110797,1087695.95680744,Inf,624888.604958767,266846.751507979,373585452.110797,42934.2175946724,3889.49744935228,24633159.7211104,11823916.666133,4202813.98085295,104328676.465879,4096.38561155187,4359847.53358301,3013983.08021647,Inf,69.0223520233038
"16",122331.884626249,1144475.94662742,17795.2877028754,45532.0813345127,1144475.94662742,-1144475.94662742,20569232.6007279,36285076.1787881,131243892.561574,48956055.161857,3790245.13671729,2274149.73513033,2274149.73513033,Inf,Inf,255972672.364613,1157481.00472364,575938512.82038,1144475.94662742,185786.617038976,255972672.364613,42612.2731448385,3144.04376375874,29293781.295501,7851941.37817553,4820495.65622169,380819156.841513,4754.94957911215,4441070.44993247,2896270.47779025,86984.5333476884,59.5957435403408
"17",116820.82081196,-1574511.02293886,31655.4973773312,43249.322301449,112465.073064708,393627.755723182,22838470.4687381,434468314.681759,668412791.818091,248267608.389576,Inf,1550329.11302497,387582.278250652,Inf,1598692932.81167,Inf,1200713.15823792,Inf,524837.007636035,257853.698841257,Inf,41063.6205986391,4515.76282130264,52319502.6097562,5904395.27884396,5605660.99390245,156958507.829269,3832.92279411565,4531983.1294444,3046202.73085225,125672.538759358,40.909883128005
"18",112062.017020042,269083.315267196,26868.5681512762,39820.0953682617,92787.3500925206,896944.384235952,26177687.1758818,683496804.173515,1074066406.55838,495722956.873099,Inf,329126.143988736,329126.143988736,Inf,Inf,549731430.693519,1070521.85672443,687164288.366898,896944.384235952,343582.144183733,549731430.693519,36937.1798589667,2631.59335467809,35661917.7280404,7095523.68232329,4974579.10336796,Inf,2634.17082123507,4477859.58912207,3073802.10648093,82932.1125032689,65.1254557752675
"19",107563.699868777,-644205.72124567,3787.45422073159,37305.7165796322,-1717881.92332179,429470.480830447,15861508.665265,115332189.303744,19222031.5506241,14284261.9779867,6440323.0749615,2576150.61189894,1288075.30594947,Inf,Inf,368213594.015082,1134703.77029136,Inf,858940.961660893,184766.678000763,368213594.015082,34565.2756998375,1402.76082249318,8067277.49015828,21354558.0621837,5951270.27962496,36302748.7057123,9959.60183970158,4485981.04402362,2884401.24081622,44213.9509490205,63.8005312732415
"20",103505.993208846,1781545.15514237,22466.7062736743,45358.9973464986,593848.385034352,593848.385034352,17401065.8097512,66381843.6446065,83850749.8668714,14352831.0582933,Inf,885390.265911833,252968.647403381,Inf,Inf,448077444.601094,1074030.56204388,Inf,1781545.15514237,248931.913667524,448077444.601094,37426.670392053,4040.77450965465,20781703.3031539,6591553.47060386,5867775.05030226,Inf,4840.20831552157,4444001.4737834,3034466.69364362,126881.462679396,62.3674582486673
"21",99669.5900496166,-4918619.51685946,1805.21388956516,44870.7316762539,172583.140938563,339215.139087342,10732382.7499058,Inf,607662.98449605,153150.833490874,1157806.87063131,1389365.60823326,226175.796694023,Inf,Inf,1421274115.59467,1235466.60652414,904447164.469334,578661.119624303,115685.102432026,1421274115.59467,43612.1245367607,727.908826437557,6179514.58307623,6012500.67542552,25668752.8835474,133477514.994447,10851.1247231437,4445550.64381933,2846590.61768686,23766.4835409313,67.5966733774881
"22",95991.1979076696,1915024.3982987,19115.0024588669,44035.5192763415,478756.099566148,1915024.3982987,7000888.09512403,16660390.1026051,17885418.7866202,5490783.19408657,6360944.62397584,636101.671464553,636101.671464553,Inf,Inf,480435945.527887,1149180.84279895,Inf,638341.466084407,174703.980192133,480435945.527887,41129.3246551026,1879.54793105927,30712869.1193124,8015968.77307566,5423502.68178333,31784248.2746372,2642.82550778245,4513685.04717648,3007949.95292218,50521.6831092998,71.4940548934311
